Sample1	Sample2	Sample3	Sample4	Sample5
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
1.97407259727919	1.99696662648972	1.99279740317161	1.98370612886292	2.02375152113338
